surveyid,fieldactivityid,source,sampletype,station,sampledate,layer,samplenumber,gmethod,tsn,latinname,size,method,parameter,reportingvalue,reportingunit,nodccode,speccode,serialnumber,org_tsn
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,0,green_cells,3-5_microns,ph103,count,108211,l,green_cells,429,20140415tf5.5,0
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,728,merismopedia_glauca,not_applicable,ph103,count,454656,l,0302011101,1039,20140415tf5.5,728
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,739,merismopedia_tenuissima,not_applicable,ph103,count,10002432,l,0302011109,934,20140415tf5.5,739
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,771,microcystis_incerta,not_applicable,ph103,count,10172928,l,030201131502,1040,20140415tf5.5,771
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,1100,anabaena,not_applicable,ph103,count,681984,l,03040201,809,20140415tf5.5,1100
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,1104,anabaena_circinalis,not_applicable,ph103,count,13312,l,0304020104,1256,20140415tf5.5,1104
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2288,centrales,<10_microns,ph103,count,865689,l,0702,1360,20140415tf5.5,2288
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,9093120,l,0702,1367,20140415tf5.5,2288
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,625152,l,0702,1368,20140415tf5.5,2288
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2395,leptocylindrus_danicus,not_applicable,ph103,count,454656,l,0702011201,88,20140415tf5.5,2395
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2439,cyclotella,>30_microns,ph103,count,511488,l,07020203,955,20140415tf5.5,2439
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2930,pennales,<10_microns,ph103,count,216422,l,0703,1362,20140415tf5.5,2930
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2930,pennales,>60_microns,ph103,count,397824,l,0703,1372,20140415tf5.5,2930
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,511488,l,0703,1370,20140415tf5.5,2930
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,284160,l,0703,1371,20140415tf5.5,2930
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,3013,synedra,not_applicable,ph103,count,11264,l,07030103,217,20140415tf5.5,3013
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,3214,diatoma,not_applicable,ph103,count,1024,l,07030121,223,20140415tf5.5,3214
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,3577,cocconeis,not_applicable,ph103,count,2048,l,07030402,55,20140415tf5.5,3577
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,3649,navicula,not_applicable,ph103,count,397824,l,07030501,97,20140415tf5.5,3649
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,4325,diploneis,not_applicable,ph103,count,512,l,07030506,72,20140415tf5.5,4325
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,8192,l,07030517,108,20140415tf5.5,4592
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,4622,gyrosigma,not_applicable,ph103,count,2048,l,07030518,82,20140415tf5.5,4622
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,4624,gyrosigma_fasciola,not_applicable,ph103,count,1024,l,0703051802,915,20140415tf5.5,4624
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,4705,amphora,not_applicable,ph103,count,1536,l,07030701,3,20140415tf5.5,4705
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,227328,l,0703100402,100,20140415tf5.5,5318
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5331,surirella,not_applicable,ph103,count,6656,l,07031101,140,20140415tf5.5,5331
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5657,schroederia_setigera,not_applicable,ph103,count,1024,l,0803010301,997,20140415tf5.5,5657
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5834,oocystis_elliptica,not_applicable,ph103,count,20992,l,0803050305,1180,20140415tf5.5,5834
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,227328,l,0803050701,988,20140415tf5.5,5878
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,5882,ankistrodesmus_falcatus_mirabilis,not_applicable,ph103,count,2048,l,080305070103,1219,20140415tf5.5,5882
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6036,pediastrum_duplex,not_applicable,ph103,count,16384,l,0803080102,882,20140415tf5.5,6036
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6041,pediastrum_duplex_gracillimum,not_applicable,ph103,count,454656,l,080308010205,1182,20140415tf5.5,6041
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6045,pediastrum_simplex,not_applicable,ph103,count,32768,l,0803080103,900,20140415tf5.5,6045
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6053,pediastrum_tetras,not_applicable,ph103,count,909312,l,0803080105,1127,20140415tf5.5,6053
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6100,actinastrum_hantzschii_fluviatile,not_applicable,ph103,count,909312,l,080309010101,1109,20140415tf5.5,6100
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6105,scenedesmus_acuminatus,not_applicable,ph103,count,681984,l,0803090201,876,20140415tf5.5,6105
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6110,scenedesmus_quadricauda,not_applicable,ph103,count,1136640,l,0803090203,873,20140415tf5.5,6110
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6127,scenedesmus_bijuga,not_applicable,ph103,count,227328,l,0803090205,987,20140415tf5.5,6127
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6143,scenedesmus_dimorphus,not_applicable,ph103,count,454656,l,0803090208,702,20140415tf5.5,6143
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6225,crucigenia,not_applicable,ph103,count,909312,l,08030903,534,20140415tf5.5,6225
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6228,crucigenia_fenestrata,not_applicable,ph103,count,4096,l,0803090304,878,20140415tf5.5,6228
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6235,crucigenia_quadrata,not_applicable,ph103,count,1136640,l,0803090308,711,20140415tf5.5,6235
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6239,crucigenia_irregularis,not_applicable,ph103,count,2727936,l,080309030902,368,20140415tf5.5,6239
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6279,coelastrum_microporum,not_applicable,ph103,count,6144,l,0803100103,1221,20140415tf5.5,6279
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6298,dictyosphaerium_pulchellum,not_applicable,ph103,count,1477632,l,0803110101,1028,20140415tf5.5,6298
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6417,ulothrix,not_applicable,ph103,count,6933504,l,08050102,1191,20140415tf5.5,6417
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6446,dactylococcopsis,not_applicable,ph103,count,1024,l,08050104,1012,20140415tf5.5,6446
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,6451,dactylococcopsis_rhaphidioides,not_applicable,ph103,count,1024,l,0805010405,704,20140415tf5.5,6451
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,9620,euglena,not_applicable,ph103,count,3072,l,11030101,850,20140415tf5.5,9620
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,512,l,12,159,20140415tf5.5,9873
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,2560,l,12040103,337,20140415tf5.5,10031
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,1082112,l,14020303,1364,20140415tf5.5,10635
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,852480,l,14020303,862,20140415tf5.5,10635
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,10641,cryptomonas_erosa,not_applicable,ph103,count,2560,l,1402030306,1305,20140415tf5.5,10641
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,591207,aulacoseira_granulata,not_applicable,ph103,count,2443776,l,0702010107,94,20140415tf5.5,591207
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,591208,aulacoseira_distans,not_applicable,ph103,count,25088,l,0702010119,166,20140415tf5.5,591208
433538,433538,odu/pel,c,tf5.5,2013-10-01,ap,fs1,7,591483,aulacoseira_italica,not_applicable,ph103,count,54784,l,0702010126,262,20140415tf5.5,591483
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,0,blue_green_sphere,cell_b,ph103,count,476160,l,03,1389,20140415ret4.3,0
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,0,green_cells,3-5_microns,ph103,count,216422,l,green_cells,429,20140415ret4.3,0
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,0,micro-phytoflagellates,<10_microns,ph103,count,108211,l,phytoflag,804,20140415ret4.3,0
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,992,phormidium,not_applicable,ph103,count,5632,l,03040106,973,20140415ret4.3,992
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2288,centrales,<10_microns,ph103,count,432844,l,0702,1360,20140415ret4.3,2288
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,215040,l,0702,1367,20140415ret4.3,2288
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2371,stephanopyxis,not_applicable,ph103,count,1024,l,07020106,137,20140415ret4.3,2371
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2396,leptocylindrus_minimus,not_applicable,ph103,count,2048,l,0702011202,89,20140415ret4.3,2396
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,1873920,l,0702020101,136,20140415ret4.3,2402
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2484,thalassiosira,not_applicable,ph103,count,46080,l,07020205,156,20140415ret4.3,2484
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,4096,l,07020301,58,20140415ret4.3,2546
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2758,chaetoceros,not_applicable,ph103,count,2560,l,07020901,20,20140415ret4.3,2758
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2791,chaetoceros_decipiens,not_applicable,ph103,count,61440,l,0702090120,36,20140415ret4.3,2791
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2928,ditylum_brightwellii,not_applicable,ph103,count,512,l,0702100401,74,20140415ret4.3,2928
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,168960,l,0703,1370,20140415ret4.3,2930
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,46080,l,0703,1371,20140415ret4.3,2930
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,3139,thalassionema_nitzschioides,not_applicable,ph103,count,2048,l,0703010601,143,20140415ret4.3,3139
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,3147,rhaphoneis_amphiceros,not_applicable,ph103,count,512,l,0703010802,673,20140415ret4.3,3147
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,3649,navicula,not_applicable,ph103,count,4096,l,07030501,97,20140415ret4.3,3649
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,4593,pleurosigma_angulatum,not_applicable,ph103,count,512,l,0703051701,109,20140415ret4.3,4593
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,61440,l,0703100402,100,20140415ret4.3,5318
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,5331,surirella,not_applicable,ph103,count,61440,l,07031101,140,20140415ret4.3,5331
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,6451,dactylococcopsis_rhaphidioides,not_applicable,ph103,count,512,l,0805010405,704,20140415ret4.3,6451
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,512,l,12,159,20140415ret4.3,9873
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,9880,prorocentrum_minimum,not_applicable,ph103,count,512,l,1202010402,375,20140415ret4.3,9880
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,216422,l,14020303,1364,20140415ret4.3,10635
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,307200,l,14020303,862,20140415ret4.3,10635
433540,433540,odu/pel,c,ret4.3,2013-10-16,ap,fs1,7,615890,asterionellopsis_glacialis,not_applicable,ph103,count,46080,l,070301asgl,5,20140415ret4.3,615890
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,992,phormidium,not_applicable,ph103,count,3456,l,03040106,973,20140415tf4.2,992
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2288,centrales,<10_microns,ph103,count,81158,l,0702,1360,20140415tf4.2,2288
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,71040,l,0702,1367,20140415tf4.2,2288
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,1280,l,0702,1368,20140415tf4.2,2288
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2930,pennales,<10_microns,ph103,count,27052,l,0703,1362,20140415tf4.2,2930
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2930,pennales,>60_microns,ph103,count,1408,l,0703,1372,20140415tf4.2,2930
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,46176,l,0703,1370,20140415tf4.2,2930
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,21312,l,0703,1371,20140415tf4.2,2930
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,2932,fragilaria,not_applicable,ph103,count,640,l,07030101,77,20140415tf4.2,2932
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,3214,diatoma,not_applicable,ph103,count,128,l,07030121,223,20140415tf4.2,3214
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,3337,eunotia,not_applicable,ph103,count,384,l,07030301,289,20140415tf4.2,3337
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,3577,cocconeis,not_applicable,ph103,count,384,l,07030402,55,20140415tf4.2,3577
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,3649,navicula,not_applicable,ph103,count,21312,l,07030501,97,20140415tf4.2,3649
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,4428,pinnularia,not_applicable,ph103,count,128,l,07030509,916,20140415tf4.2,4428
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,384,l,07030517,108,20140415tf4.2,4592
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,4622,gyrosigma,not_applicable,ph103,count,896,l,07030518,82,20140415tf4.2,4622
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,4705,amphora,not_applicable,ph103,count,128,l,07030701,3,20140415tf4.2,4705
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,5070,nitzschia,not_applicable,ph103,count,384,l,07031001,99,20140415tf4.2,5070
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,14208,l,0703100402,100,20140415tf4.2,5318
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,5331,surirella,not_applicable,ph103,count,128,l,07031101,140,20140415tf4.2,5331
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,5878,ankistrodesmus_falcatus,not_applicable,ph103,count,2048,l,0803050701,988,20140415tf4.2,5878
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,5882,ankistrodesmus_falcatus_mirabilis,not_applicable,ph103,count,768,l,080305070103,1219,20140415tf4.2,5882
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,6050,pediastrum_biradiatum,not_applicable,ph103,count,1024,l,0803080104,345,20140415tf4.2,6050
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,6110,scenedesmus_quadricauda,not_applicable,ph103,count,28416,l,0803090203,873,20140415tf4.2,6110
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,6417,ulothrix,not_applicable,ph103,count,14208,l,08050102,1191,20140415tf4.2,6417
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,10635,cryptomonas,<10_microns,ph103,count,135264,l,14020303,1364,20140415tf4.2,10635
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,24864,l,14020303,862,20140415tf4.2,10635
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,10641,cryptomonas_erosa,not_applicable,ph103,count,1152,l,1402030306,1305,20140415tf4.2,10641
433542,433542,odu/pel,c,tf4.2,2013-10-16,ap,fs1,7,590863,aulacoseira,not_applicable,ph103,count,384,l,07020101,1325,20140415tf4.2,590863
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,0,micro-phytoflagellates,<10_microns,ph103,count,162316,l,phytoflag,804,20140415cb6.1,0
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,1805,dictyocha_fibula,not_applicable,ph103,count,256,l,0407010101,701,20140415cb6.1,1805
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,1814,ebria_tripartita,not_applicable,ph103,count,256,l,0407010301,718,20140415cb6.1,1814
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2288,centrales,<10_microns,ph103,count,432844,l,0702,1360,20140415cb6.1,2288
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,87433,l,0702,1367,20140415cb6.1,2288
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2395,leptocylindrus_danicus,not_applicable,ph103,count,2048,l,0702011201,88,20140415cb6.1,2395
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2396,leptocylindrus_minimus,not_applicable,ph103,count,76504,l,0702011202,89,20140415cb6.1,2396
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2402,skeletonema_costatum,not_applicable,ph103,count,284160,l,0702020101,136,20140415cb6.1,2402
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2439,cyclotella,>30_microns,ph103,count,32787,l,07020203,955,20140415cb6.1,2439
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2546,coscinodiscus,not_applicable,ph103,count,768,l,07020301,58,20140415cb6.1,2546
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2755,cerataulina_pelagica,not_applicable,ph103,count,768,l,0702080202,18,20140415cb6.1,2755
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2758,chaetoceros,not_applicable,ph103,count,43716,l,07020901,20,20140415cb6.1,2758
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2791,chaetoceros_decipiens,not_applicable,ph103,count,3328,l,0702090120,36,20140415cb6.1,2791
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2819,chaetoceros_pendulus,not_applicable,ph103,count,1280,l,0702090142,44,20140415cb6.1,2819
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2902,rhizosolenia_setigera,not_applicable,ph103,count,512,l,0702100113,132,20140415cb6.1,2902
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2928,ditylum_brightwellii,not_applicable,ph103,count,768,l,0702100401,74,20140415cb6.1,2928
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2930,pennales,>60_microns,ph103,count,1536,l,0703,1372,20140415cb6.1,2930
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,109292,l,0703,1370,20140415cb6.1,2930
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,43716,l,0703,1371,20140415cb6.1,2930
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,3139,thalassionema_nitzschioides,not_applicable,ph103,count,469956,l,0703010601,143,20140415cb6.1,3139
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,3577,cocconeis,not_applicable,ph103,count,256,l,07030402,55,20140415cb6.1,3577
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,4592,pleurosigma,not_applicable,ph103,count,768,l,07030517,108,20140415cb6.1,4592
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,4624,gyrosigma_fasciola,not_applicable,ph103,count,256,l,0703051802,915,20140415cb6.1,4624
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,5318,cylindrotheca_closterium,not_applicable,ph103,count,131150,l,0703100402,100,20140415cb6.1,5318
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,9535,pyramimonas,not_applicable,ph103,count,1280,l,10020203,525,20140415cb6.1,9535
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,9620,euglena,not_applicable,ph103,count,65575,l,11030101,850,20140415cb6.1,9620
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,9873,pyrrophycophyta,not_applicable,ph103,count,109292,l,12,159,20140415cb6.1,9873
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,9879,prorocentrum_micans,not_applicable,ph103,count,13312,l,1202010401,374,20140415cb6.1,9879
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10031,gymnodinium,not_applicable,ph103,count,43716,l,12040103,337,20140415cb6.1,10031
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10106,katodinium_rotundatum,not_applicable,ph103,count,98363,l,1204010502,412,20140415cb6.1,10106
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10207,heterocapsa_triquetra,not_applicable,ph103,count,256,l,1204100101,447,20140415cb6.1,10207
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10210,protoperidinium_bipes,not_applicable,ph103,count,256,l,1204100201,456,20140415cb6.1,10210
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10340,protoperidinium,not_applicable,ph103,count,256,l,12041005,355,20140415cb6.1,10340
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,10635,cryptomonas,not_applicable,ph103,count,568320,l,14020303,862,20140415cb6.1,10635
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,573345,ceratium_longirostrum,not_applicable,ph103,count,378739,l,12041401long,400,20140415cb6.1,573345
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,615882,dactyliosolen_fragilissimus,not_applicable,ph103,count,54646,l,0702100108,123,20140415cb6.1,615882
433548,433548,odu/pel,c,cb6.1,2013-10-21,ap,fs1,7,615890,asterionellopsis_glacialis,not_applicable,ph103,count,768,l,070301asgl,5,20140415cb6.1,615890
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,0,odontella_alternans,not_applicable,ph103,count,640,l,0702070101,14,20140415cb7.3e,573604
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2288,centrales,<10_microns,ph103,count,108211,l,0702,1360,20140415cb7.3e,2288
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2288,centrales,>60_microns,ph103,count,256,l,0702,1369,20140415cb7.3e,2288
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2288,centrales,10-30_microns,ph103,count,85248,l,0702,1367,20140415cb7.3e,2288
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2288,centrales,31-60_microns,ph103,count,14208,l,0702,1368,20140415cb7.3e,2288
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2346,paralia_sulcata,not_applicable,ph103,count,14208,l,0702010201,96,20140415cb7.3e,2346
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2396,leptocylindrus_minimus,not_applicable,ph103,count,71040,l,0702011202,89,20140415cb7.3e,2396
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2755,cerataulina_pelagica,not_applicable,ph103,count,2944,l,0702080202,18,20140415cb7.3e,2755
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2758,chaetoceros,not_applicable,ph103,count,8192,l,07020901,20,20140415cb7.3e,2758
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2819,chaetoceros_pendulus,not_applicable,ph103,count,21312,l,0702090142,44,20140415cb7.3e,2819
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2902,rhizosolenia_setigera,not_applicable,ph103,count,384,l,0702100113,132,20140415cb7.3e,2902
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2928,ditylum_brightwellii,not_applicable,ph103,count,256,l,0702100401,74,20140415cb7.3e,2928
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2930,pennales,<10_microns,ph103,count,270528,l,0703,1362,20140415cb7.3e,2930
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2930,pennales,>60_microns,ph103,count,384,l,0703,1372,20140415cb7.3e,2930
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2930,pennales,10-30_microns,ph103,count,31968,l,0703,1370,20140415cb7.3e,2930
433546,433546,odu/pel,c,cb7.3e,2013-10-21,ap,fs1,7,2930,pennales,31-60_microns,ph103,count,14208,l,0703,1371,20140415cb7.3e,2930
